"Word","Length"
"evildoers","9"
"evils","5"
"evince","6"
"evinced","7"
"eviscerate","10"
"evocation","9"
"evocations","10"
"evocative","9"
"evoke","5"
"evoked","6"
"evokes","6"
"evoking","7"
"evolution","9"
"evolutionary","12"
"evolutionists","13"
"evolve","6"
"evolved","7"
"evolves","7"
"evolving","8"
"ewe","3"
"exacerbate","10"
"exacerbated","11"
"exacerbates","11"
"exacerbation","12"
"exacerbations","13"
"exact","5"
"exacted","7"
"exacting","8"
"exactly","7"
"exacts","6"
"exaggerate","10"
"exaggerated","11"
"exaggerating","12"
"exaggeration","12"
"exaggerations","13"
"exalt","5"
"exaltation","10"
"exaltations","11"
"exalted","7"
"exalting","8"
"exam","4"
"examination","11"
"examinations","12"
"examine","7"
"examined","8"
"examiner","8"
"examiners","9"
"examines","8"
"examining","9"
"example","7"
"examples","8"
"exasperate","10"
"exasperated","11"
"exasperating","12"
"exasperatingly","14"
"exasperation","12"
"exboyfriend","11"
"excavate","8"
"excavation","10"
"excavations","11"
"excavator","9"
"exceed","6"
"exceeded","8"
"exceeding","9"
"exceedingly","11"
"exceeds","7"
"excel","5"
"excellence","10"
"excellences","11"
"excellency","10"
"excellent","9"
"excellently","11"
"excels","6"
"except","6"
"excepting","9"
"exception","9"
"exceptionable","13"
"exceptional","11"
"exceptionally","13"
"exceptions","10"
"excerpt","7"
"excerpts","8"
"excess","6"
"excesses","8"
"excessive","9"
"excessively","11"
"exchange","8"
"exchangeable","12"
"exchanged","9"
"exchanges","9"
"exchanging","10"
"excise","6"
"excised","7"
"excision","8"
"excitability","12"
"excitatory","10"
"excite","6"
"excited","7"
"excitedly","9"
"excitement","10"
"exciting","8"
"exclaim","7"
"exclaimed","9"
"exclaiming","10"
"exclaims","8"
"exclamation","11"
"exclamations","12"
"exclamatory","11"
"exclude","7"
"excluded","8"
"excludes","8"
"excluding","9"
"exclusion","9"
"exclusions","10"
"exclusive","9"
"exclusively","11"
"exclusiveness","13"
"excommunicate","13"
"excommunicated","14"
"excommunication","15"
"excrement","9"
"excrete","7"
"excretion","9"
"excruciating","12"
"excursion","9"
"excursions","10"
"excusable","9"
"excuse","6"
"excused","7"
"excuses","7"
"execute","7"
"executed","8"
"executing","9"
"execution","9"
"executioner","11"
"executioner's","13"
"executions","10"
"executive","9"
"executives","10"
"executive's","11"
"executor","8"
"executors","9"
"exemplar","8"
"exemplary","9"
"exemplified","11"
"exemplifies","11"
"exemplify","9"
"exempt","6"
"exemption","9"
"exemptions","10"
"exercise","8"
"exercised","9"
"exercises","9"
"exercising","10"
"exert","5"
"exerted","7"
"exerting","8"
"exertion","8"
"exertions","9"
"exerts","6"
"exhalation","10"
"exhale","6"
"exhaled","7"
"exhaling","8"
"exhaust","7"
"exhausted","9"
"exhaustible","11"
"exhausting","10"
"exhaustingly","12"
"exhaustion","10"
"exhaustive","10"
"exhaustively","12"
"exhausts","8"
"exhibit","7"
"exhibited","9"
"exhibiting","10"
"exhibition","10"
"exhibitionism","13"
"exhibitions","11"
"exhibitors","10"
"exhibits","8"
"exhilarate","10"
"exhilarated","11"
"exhilarating","12"
"exhilaration","12"
"exhort","6"
"exhortation","11"
"exhortations","12"
"exhorting","9"
"exhumation","10"
"exhumations","11"
"exhume","6"
"exhusband","9"
"exile","5"
"exiled","6"
"exiles","6"
"exiling","7"
"exist","5"
"existed","7"
"existence","9"
"existent","8"
"existential","11"
"existentialism","14"
"existentialist","14"
"existentialists","15"
"existing","8"
"exists","6"
"exit","4"
"exits","5"
"exodus","6"
"exogamous","9"
"exonerate","9"
"exonerated","10"
"exoneration","11"
"exorbitance","11"
"exorbitant","10"
"exorcise","8"
"exorcism","8"
"exorcist","8"
"exorcize","8"
"exothermic","10"
"exotic","6"
"expand","6"
"expandable","10"
"expanded","8"
"expanding","9"
"expands","7"
"expanse","7"
"expansion","9"
"expansions","10"
"expansive","9"
"expansively","11"
"expansiveness","13"
"expatriate","10"
"expect","6"
"expectable","10"
"expectance","10"
"expectancy","10"
"expectant","9"
"expectation","11"
"expectations","12"
"expected","8"
"expectedly","10"
"expecting","9"
"expectorant","11"
"expectorate","11"
"expects","7"
"expedience","10"
"expediency","10"
"expedient","9"
"expedite","8"
"expediting","10"
"expedition","10"
"expeditionary","13"
"expeditions","11"
"expeditious","11"
"expeditiously","13"
"expel","5"
"expelled","8"
"expelling","9"
"expend","6"
"expendable","10"
"expended","8"
"expenditure","11"
"expenditures","12"
"expense","7"
"expenses","8"
"expensive","9"
"experience","10"
"experienced","11"
"experiences","11"
"experiencing","12"
"experiential","12"
"experientially","14"
"experiment","10"
"experimental","12"
"experimentalism","15"
"experimentally","14"
"experimentation","15"
"experimentations","16"
"experimented","12"
"experimenter","12"
"experimenters","13"
"experimenting","13"
"experiments","11"
"expert","6"
"expertise","9"
"experts","7"
"expiration","10"
"expire","6"
"expired","7"
"expires","7"
"explain","7"
"explained","9"
"explaining","10"
"explains","8"
"explanation","11"
"explanations","12"
"explanatory","11"
"expletive","9"
"explicable","10"
"explicate","9"
"explicit","8"
"explicitly","10"
"explicitness","12"
"explode","7"
"exploded","8"
"explodes","8"
"exploding","9"
"exploit","7"
"exploitation","12"
"exploited","9"
"exploiters","10"
"exploiting","10"
"exploits","8"
"exploration","11"
"explorations","12"
"explorative","11"
"exploratory","11"
"explore","7"
"explored","8"
"explorer","8"
"explorers","9"
"explores","8"
"exploring","9"
"explosion","9"
"explosive","9"
"explosively","11"
"explosives","10"
"expo","4"
"exponent","8"
"exponential","11"
"exponents","9"
"export","6"
"exportation","11"
"exported","8"
"exporters","9"
"exporting","9"
"exports","7"
"expose","6"
"exposed","7"
"exposes","7"
"exposing","8"
"exposition","10"
"expositions","11"
"expository","10"
"expostulate","11"
"expostulation","13"
"exposure","8"
"exposures","9"
"expound","7"
"expounded","9"
"expounding","10"
"express","7"
"expressed","9"
"expresses","9"
"expressible","11"
"expressing","10"
"expression","10"
"expressionism","13"
"expressionist","13"
"expressionistic","15"
"expressionists","14"
"expressionless","14"
"expressions","11"
"expressive","10"
"expressiveness","14"
"expressly","9"
"expressway","10"
"expressways","11"
"expropriate","11"
"expropriated","12"
"expropriation","13"
"expulsion","9"
"expunge","7"
"expunging","9"
"expurgation","11"
"exquisite","9"
"exquisitely","11"
"exquisiteness","13"
"extant","6"
"extemporaneous","14"
"extemporary","11"
"extend","6"
"extended","8"
"extending","9"
"extends","7"
"extension","9"
"extensions","10"
"extensive","9"
"extensively","11"
"extensor","8"
"extent","6"
"extenuate","9"
"extenuating","11"
"extenuation","11"
"exterior","8"
"exteriors","9"
"exterminate","11"
"exterminating","13"
"extermination","13"
"extern","6"
"external","8"
"externalization","15"
"externalize","11"
"extinct","7"
"extinction","10"
"extinguish","10"
"extinguished","12"
"extinguisher","12"
"extol","5"
"extortion","9"
"extortionist","12"
"extra","5"
"extract","7"
"extracted","9"
"extracting","10"
"extraction","10"
"extractor","9"
"extractors","10"
"extracts","8"
"extracurricular","15"
"extradite","9"
"extradition","11"
"extramarital","12"
"extraneous","10"
"extraneousness","14"
"extraordinarily","15"
"extraordinary","13"
"extrapolate","11"
"extrapolated","12"
"extrapolates","12"
"extrapolation","13"
"extrapolations","14"
"extras","6"
"extrasensory","12"
"extraterrestrial","16"
"extraterritorial","16"
"extravagance","12"
"extravagant","11"
"extravaganza","12"
"extravaganzas","13"
"extreme","7"
"extremely","9"
"extremes","8"
"extremism","9"
"extremist","9"
"extremists","10"
"extremities","11"
"extremity","9"
"extricate","9"
"extrication","11"
"extrinsic","9"
"extroversion","12"
"extrovert","9"
"extrude","7"
"extruded","8"
"extruding","9"
"extrusion","9"
"exuberance","10"
"exuberant","9"
"exude","5"
"exuded","6"
"exult","5"
"exultant","8"
"exultantly","10"
"exultation","10"
"eye","3"
"eyeball","7"
"eyeballs","8"
"eyebath","7"
"eyebrow","7"
"eyebrows","8"
"eyed","4"
"eyedrop","7"
"eyeful","6"
"eyeglass","8"
"eyeglasses","10"
"eyeing","6"
"eyelash","7"
"eyelashes","9"
"eyeless","7"
"eyelet","6"
"eyelets","7"
"eyelid","6"
"eyelids","7"
"eyeliner","8"
"eyepiece","8"
"eyes","4"
"eyeshot","7"
"eyesight","8"
"eyesore","7"
"eyestrain","9"
"eyeteeth","8"
"eyetooth","8"
"eyewash","7"
"eyewitness","10"
"Ezra","4"
"fab","3"
"fable","5"
"fabled","6"
"fables","6"
"fabric","6"
"fabricate","9"
"fabricated","10"
"fabricating","11"
"fabrication","11"
"fabrics","7"
"fabulous","8"
"facade","6"
"facaded","7"
"facades","7"
"face","4"
"facecloth","9"
"faced","5"
"faceless","8"
"faces","5"
"facet","5"
"facetious","9"
"facetiously","11"
"facets","6"
"facial","6"
"facile","6"
"facilitate","10"
"facilitated","11"
"facilitates","11"
"facilitating","12"
"facilitation","12"
"facilitatory","12"
"facilities","10"
"facility","8"
"facing","6"
"facsimile","9"
"fact","4"
"faction","7"
"factions","8"
"factious","8"
"factor","6"
"factories","9"
"factors","7"
"factory","7"
"facts","5"
"factual","7"
"faculties","9"
"faculty","7"
"fad","3"
"fade","4"
"faded","5"
"fadeout","7"
"fading","6"
"fads","4"
"Fahrenheit","10"
"fail","4"
"failed","6"
"failing","7"
"fails","5"
"failure","7"
"failures","8"
"fain","4"
"faint","5"
"fainted","7"
"faintest","8"
"faintly","7"
"fair","4"
"fairer","6"
"fairest","7"
"fairgoers","9"
"fairground","10"
"fairies","7"
"fairly","6"
"fairness","8"
"fairs","5"
"fair's","6"
"fairway","7"
"fairways","8"
"fairy","5"
"fairyland","9"
"fairytale","9"
"faith","5"
"faithful","8"
"faithfully","10"
"faithless","9"
"faiths","6"
"fake","4"
"faked","5"
"faker","5"
"falcon","6"
"falconry","8"
"fall","4"
"fallacious","10"
"fallacy","7"
"fallen","6"
"fallible","8"
"falling","7"
"falloff","7"
"fallout","7"
"fallow","6"
"falls","5"
"fall's","6"
"FALSE","5"
"falsehood","9"
"falsehoods","10"
"falseness","9"
"falsetto","8"
"falsies","7"
"falsification","13"
"falsify","7"
"falsifying","10"
"falsity","7"
"falter","6"
"faltered","8"
"falters","7"
"fame","4"
"famed","5"
"familial","8"
"familiar","8"
"familiarity","11"
"familiarize","11"
"familiarly","10"
"familiarness","12"
"families","8"
"family","6"
"family's","8"
"famine","6"
"famish","6"
"famous","6"
"fan","3"
"fanatic","7"
"fanatical","9"
"fanaticism","10"
"fanatics","8"
"fancied","7"
"fancier","7"
"fancies","7"
"fanciful","8"
"fancy","5"
"fancying","8"
"fancywork","9"
"fanfare","7"
"fang","4"
"fangs","5"
"fanlight","8"
"fanned","6"
"fanning","7"
"fanny","5"
"fans","4"
"fan's","5"
"fantasia","8"
"fantasies","9"
"fantastic","9"
"fantasy","7"
"far","3"
"faraway","7"
"farce","5"
"farces","6"
"fare","4"
"fares","5"
"farewell","8"
"farfetched","10"
"Fargo","5"
"farina","6"
"faring","6"
"farm","4"
"farmed","6"
"farmer","6"
"farmers","7"
"farmer's","8"
"farmhand","8"
"farmhouse","9"
"farmhouses","10"
"farming","7"
"farmland","8"
"farmlands","9"
"farms","5"
"farmstead","9"
"farmyard","8"
"farsighted","10"
"fart","4"
"farther","7"
"farthest","8"
"farthing","8"
"fascinate","9"
"fascinated","10"
"fascinates","10"
"fascinating","11"
"fascinatingly","13"
"fascination","11"
"fascism","7"
"fascist","7"
"fascists","8"
"fashion","7"
"fashionable","11"
"fashioned","9"
"fashioning","10"
"fashions","8"
"fast","4"
"fasten","6"
"fastened","8"
"fastener","8"
"fastening","9"
"fastenings","10"
"fastens","7"
"faster","6"
"fastest","7"
"fastidious","10"
"fat","3"
"fatal","5"
"fatalism","8"
"fatalist","8"
"fatalists","9"
"fatalities","10"
"fatality","8"
"fatally","7"
"fate","4"
"fateful","7"
"fates","5"
"fathead","7"
"father","6"
"fathered","8"
"fatherhood","10"
"fathering","9"
"fatherland","10"
"fatherless","10"
"fatherly","8"
"fathers","7"
"father's","8"
"fathom","6"
"fathoms","7"
"fatigue","7"
"fatigued","8"
"fatigues","8"
"Fatima","6"
"fatless","7"
"fats","4"
"fat's","5"
"fatso","5"
"fatten","6"
"fattening","9"
"fatter","6"
"fatty","5"
"faucet","6"
"Faulkner","8"
"Faulkner's","10"
"fault","5"
"faulted","7"
"faultless","9"
"faults","6"
"faulty","6"
"faun","4"
"fauna","5"
"Faust","5"
"Faustian","8"
"Faust's","7"
"Faustus","7"
"favor","5"
"favorable","9"
"favorably","9"
"favored","7"
"favorer","7"
"favoring","8"
"favorite","8"
"favorites","9"
"favoritism","10"
"favors","6"
"fawn","4"
"fawned","6"
"fawning","7"
"fawns","5"
"faze","4"
"fealty","6"
"fear","4"
"feared","6"
"fearful","7"
"fearfully","9"
"fearing","7"
"fearless","8"
"fears","5"
"fearsome","8"
"feasibility","11"
"feasible","8"
"feast","5"
"feasting","8"
"feasts","6"
"feat","4"
"feather","7"
"featherbed","10"
"featherbedding","14"
"featherbrained","14"
"feathered","9"
"feathers","8"
"feathertop","10"
"feathertop's","12"
"featherweight","13"
"feathery","8"
"feats","5"
"feature","7"
"featured","8"
"featureless","11"
"features","8"
"featuring","9"
"Feb","3"
"February","8"
"February's","10"
"fecund","6"
"fecundity","9"
"fed","3"
"federal","7"
"federalism","10"
"Federalist","10"
"federalize","10"
"federals","8"
"federate","8"
"federation","10"
"fedora","6"
"feds","4"
"fee","3"
"feeble","6"
"feebleminded","12"
"feebly","6"
"feed","4"
"feedback","8"
"feedbag","7"
"feeder","6"
"feeding","7"
"feedings","8"
"feeds","5"
"feel","4"
"feeler","6"
"feelers","7"
"feeling","7"
"feelings","8"
"feels","5"
"fees","4"
"feet","4"
"feign","5"
"feigned","7"
"feigning","8"
"feint","5"
"feldspar","8"
"Felice","6"
"Felice's","8"
"felicitate","10"
"felicity","8"
"feline","6"
"Felix","5"
"Felix's","7"
"fell","4"
"fella","5"
"fellas","6"
"fellatio","8"
"felled","6"
"felling","7"
"fellow","6"
"fellows","7"
"fellowship","10"
"fellowships","11"
"felon","5"
"felonious","9"
"felons","6"
"felony","6"
"felt","4"
"female","6"
"females","7"
"female's","8"
"feminine","8"
"femininity","10"
"feminism","8"
"feminist","8"
"femme","5"
"femmes","6"
"femur","5"
"fence","5"
"fenced","6"
"fencer","6"
"fences","6"
"fencing","7"
"fend","4"
"fender","6"
"fenders","7"
"fennel","6"
"feral","5"
"ferment","7"
"fermentation","12"
"fermentations","13"
"fermented","9"
"fermenting","10"
"fern","4"
"ferns","5"
"ferocious","9"
"ferocity","8"
"ferret","6"
"ferreted","8"
"ferried","7"
"ferries","7"
"Ferris","6"
"ferromagnetic","13"
"ferry","5"
"ferryboat","9"
"ferryman","8"
"fertile","7"
"fertility","9"
"fertilization","13"
"fertilize","9"
"fertilized","10"
"fertilizer","10"
"fertilizers","11"
"fervency","8"
"fervent","7"
"fervid","6"
"fervor","6"
"fervors","7"
"fester","6"
"festering","9"
"festival","8"
"festivals","9"
"festive","7"
"festivities","11"
"festivity","9"
"fetch","5"
"fetching","8"
"fetish","6"
"fetishism","9"
"feud","4"
"feudal","6"
"feudalism","9"
"feudalistic","11"
"feuds","5"
"fever","5"
"fevered","7"
"feverish","8"
"feverishly","10"
"few","3"
"fewer","5"
"fiance","6"
"fiancee","7"
"fiasco","6"
"Fiat","4"
"Fiats","5"
"fib","3"
"fiber","5"
"fibers","6"
"fibrosis","8"
"fibrous","7"
"fibula","6"
"fickle","6"
"fickleness","10"
"fiction","7"
"fictional","9"
"fictionalize","12"
"fictitious","10"
"fictive","7"
"fiddle","6"
"fiddler","7"
"fiddles","7"
"fiddlesticks","12"
"fiddling","8"
"Fidel","5"
"fidelity","8"
"fidget","6"
"fidgety","7"
"fief","4"
"fiefdom","7"
"field","5"
"fielded","7"
"fielder","7"
"fielders","8"
"fielder's","9"
"fielding","8"
"fieldmice","9"
"fieldmouse","10"
"fields","6"
"field's","7"
"fieldsman","9"
"fieldwork","9"
"fiend","5"
"fiendish","8"
"fierce","6"
"fiercely","8"
"fierceness","10"
"fiercest","8"
"fiery","5"
"fiesta","6"
"fife","4"
"fifteen","7"
"fifteenth","9"
"fifth","5"
"fifties","7"
"fiftieth","8"
"fifty","5"
"fig","3"
"Figaro","6"
"fight","5"
"fighter","7"
"fighters","8"
"fighting","8"
"fights","6"
"figment","7"
"figs","4"
"figural","7"
"figurative","10"
"figure","6"
"figured","7"
"figurehead","10"
"figures","7"
"figurine","8"
"figurines","9"
"figuring","8"
"Fiji","4"
"filament","8"
"filaments","9"
"filbert","7"
"filberts","8"
"filched","7"
"file","4"
"filed","5"
"files","5"
"filets","6"
"filial","6"
"filibuster","10"
"filibusters","11"
"filigree","8"
"filing","6"
"Filipino","8"
"Filipinos","9"
"fill","4"
"fille","5"
"filled","6"
"filler","6"
"fillet","6"
"fillies","7"
"filling","7"
"fillings","8"
"fills","5"
"filly","5"
"film","4"
"filmdom","7"
"filmed","6"
"filming","7"
"films","5"
"film's","6"
"filmstrip","9"
"filmstrips","10"
"filmy","5"
"filter","6"
"filtered","8"
"filtering","9"
"filters","7"
"filth","5"
"filthy","6"
"filtrate","8"
"filtration","10"
"fin","3"
"final","5"
"finale","6"
"finalist","8"
"finalists","9"
"finality","8"
"finalize","8"
"finally","7"
"finals","6"
"finance","7"
"financed","8"
"finances","8"
"financial","9"
"financially","11"
"financier","9"
"financing","9"
"finch","5"
"find","4"
"finder","6"
"finders","7"
"finding","7"
"findings","8"
"finds","5"
"fine","4"
"fined","5"
"finely","6"
"fineness","8"
"finer","5"
